Plot,Area_m2,Border_length,Lenght,Width,Border Index,GSCI,PFD,FD,FDI,Asymmetry,Elliptic_Fit,Density,Radius_of_largest enclosed ellipse,Rectangular fit,LengthWidt,Radius_of_smallest enclosed ellipse,Shape_index,Compactnes,Roundness,Number_of_pixel
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.28,3.00,6.48,18.67,0.06,1.60,-1.73,0.45,0.26,0.48,0.50,1.50,1.53,0.75,1.50,0.66,1.42,1.93,0.87,28.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.40,4.00,6.67,36.00,0.05,1.78,-3.03,0.00,-0.26,0.25,0.50,1.60,1.43,0.72,1.11,0.75,1.58,2.25,0.68,40.00
1,0.06,1.00,3.00,4.00,0.07,1.15,0.00,0.99,0.90,0.38,1.00,1.20,1.00,1.00,1.50,1.00,1.02,1.00,0.00,6.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
1,0.06,1.40,3.58,2.81,0.11,1.61,-0.24,0.75,0.66,0.73,0.67,1.04,1.04,0.75,2.13,0.81,1.43,1.66,0.23,6.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.88,11.60,9.95,78.22,0.07,3.49,-38.35,-16.66,-18.55,0.10,0.00,1.30,1.93,0.41,1.13,0.09,3.09,3.27,1.83,88.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.05,1.20,3.35,2.23,0.11,1.51,-0.12,0.80,0.72,0.69,1.00,1.05,1.00,0.81,2.24,1.00,1.34,1.31,0.00,5.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.36,4.20,7.11,25.66,0.06,1.97,-2.81,-0.10,-0.33,0.46,0.28,1.37,1.50,0.59,1.40,0.24,1.75,2.44,1.25,36.00
1,0.27,2.60,5.61,23.14,0.05,1.41,-1.46,0.66,0.47,0.03,0.70,1.62,1.13,0.83,1.17,0.84,1.25,1.56,0.28,27.00
1,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.07,1.20,2.65,7.00,0.06,1.28,-0.14,0.91,0.81,0.07,1.00,1.26,1.00,0.83,1.00,1.00,1.13,1.29,0.00,7.00
1,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.18,2.40,4.65,15.00,0.06,1.60,-1.02,0.60,0.45,0.33,0.78,1.46,1.13,0.77,1.20,0.58,1.41,1.67,0.55,18.00
1,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.05,1.20,3.35,2.23,0.11,1.51,-0.12,0.80,0.72,0.69,1.00,1.05,1.00,0.81,2.24,1.00,1.34,1.31,0.00,5.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.10,2.00,4.12,5.88,0.10,1.78,-0.60,0.60,0.50,0.68,0.20,1.09,1.45,0.65,1.70,0.55,1.58,2.34,0.90,10.00
1,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.07,1.40,3.68,3.63,0.10,1.49,-0.25,0.79,0.70,0.69,1.00,1.13,1.00,0.80,1.93,0.94,1.32,1.57,0.06,7.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.60,1.00,0.99,1.00,0.75,1.50,0.83,1.25,1.50,0.17,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.29,3.20,7.62,14.50,0.07,1.68,-1.88,0.36,0.17,0.71,0.66,1.43,1.32,0.79,2.00,0.79,1.49,1.86,0.54,29.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,1.12,8.80,11.59,93.33,0.04,2.35,38.38,13.91,16.05,0.51,0.25,1.60,1.83,0.66,1.20,0.19,2.08,2.41,1.64,112.00
1,0.22,2.60,7.16,9.44,0.08,1.56,-1.26,0.57,0.41,0.75,0.91,1.38,1.01,0.87,2.33,0.91,1.39,1.44,0.11,22.00
1,0.49,4.80,8.99,29.74,0.06,1.93,-4.40,-0.51,-0.85,0.53,0.59,1.56,1.32,0.71,1.65,0.46,1.71,1.99,0.86,49.00
1,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.33,1.00,1.26,1.00,0.82,1.33,0.99,1.24,1.50,0.01,8.00
1,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
1,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
1,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
1,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
1,0.07,1.40,3.58,3.82,0.09,1.49,-0.25,0.79,0.70,0.61,1.00,1.15,1.00,0.78,1.83,0.96,1.32,1.63,0.04,7.00
1,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
2,0.85,5.80,10.53,65.19,0.04,1.77,-21.63,-4.57,-6.06,0.32,0.65,1.77,1.48,0.82,1.30,0.75,1.57,1.91,0.73,85.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.26,3.00,6.24,17.34,0.06,1.66,-1.63,0.43,0.25,0.44,0.46,1.50,1.23,0.79,1.50,0.73,1.47,1.76,0.50,26.00
2,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.14,2.20,5.69,6.06,0.09,1.66,-0.80,0.61,0.49,0.76,0.71,1.24,1.11,0.79,2.31,0.66,1.47,1.69,0.45,14.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.44,4.60,7.04,39.11,0.05,1.96,-3.72,-0.34,-0.63,0.14,0.41,1.63,1.42,0.77,1.13,0.29,1.73,1.64,1.13,44.00
2,0.06,1.20,2.79,4.64,0.08,1.38,-0.13,0.86,0.77,0.25,1.00,1.19,1.00,0.85,1.29,1.00,1.22,1.26,0.00,6.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.87,8.60,12.24,50.52,0.07,2.60,-30.90,-10.99,-12.73,0.53,0.29,1.49,1.54,0.64,1.72,0.13,2.31,2.58,1.41,87.00
2,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.58,0.50,1.22,1.14,0.75,1.33,0.91,1.24,1.50,0.23,8.00
2,0.05,1.20,3.02,2.73,0.10,1.51,-0.12,0.80,0.72,0.66,1.00,1.03,1.00,0.77,1.83,0.96,1.34,1.54,0.04,5.00
2,0.15,2.00,4.78,9.86,0.07,1.46,-0.73,0.73,0.60,0.48,0.73,1.41,1.05,0.83,1.52,0.92,1.29,1.57,0.12,15.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.06,1.00,3.00,4.00,0.07,1.15,0.00,0.99,0.90,0.38,1.00,1.20,1.00,1.00,1.50,1.00,1.02,1.00,0.00,6.00
2,2.63,18.00,24.63,114.05,0.06,3.13,5.98,3.11,3.36,0.79,0.10,1.27,1.76,0.55,2.31,0.14,2.77,2.55,1.62,263.00
2,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.07,1.40,4.18,2.80,0.10,1.49,-0.25,0.79,0.70,0.76,0.71,1.10,1.02,0.75,2.50,0.78,1.32,1.43,0.24,7.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.53,4.40,8.60,38.02,0.05,1.70,-4.67,-0.30,-0.68,0.48,0.47,1.60,1.29,0.78,1.39,0.51,1.51,1.74,0.78,53.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
2,0.05,1.20,3.16,2.50,0.11,1.51,-0.12,0.80,0.72,0.65,1.00,1.03,1.00,0.73,2.00,0.96,1.34,1.60,0.04,5.00
2,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.13,2.20,5.89,4.88,0.10,1.72,-0.77,0.59,0.47,0.78,0.38,1.13,1.32,0.71,2.67,0.51,1.53,1.85,0.82,13.00
2,0.53,6.20,10.01,28.06,0.08,2.40,-5.75,-1.38,-1.76,0.75,0.02,1.23,1.99,0.52,1.89,0.36,2.13,2.89,1.63,53.00
2,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
2,0.63,4.40,9.60,43.03,0.04,1.56,-6.41,-0.41,-0.94,0.48,0.68,1.70,1.54,0.81,1.46,0.82,1.39,1.87,0.72,63.00
2,0.23,2.60,6.78,11.50,0.07,1.53,-1.30,0.59,0.42,0.71,0.74,1.38,1.26,0.83,2.00,0.41,1.36,1.39,0.85,23.00
2,0.07,1.20,2.65,7.00,0.06,1.28,-0.14,0.91,0.81,0.44,1.00,1.23,1.00,0.81,1.00,0.95,1.13,1.29,0.05,7.00
2,0.25,3.20,7.41,11.39,0.09,1.81,-1.68,0.32,0.15,0.77,0.60,1.32,1.21,0.78,2.19,0.68,1.60,1.80,0.52,25.00
2,0.31,3.60,6.23,24.74,0.06,1.82,-2.19,0.18,-0.03,0.37,0.61,1.51,1.23,0.77,1.25,0.17,1.62,1.76,1.06,31.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.18,2.20,4.99,13.02,0.06,1.46,-0.92,0.70,0.56,0.44,0.78,1.45,1.17,0.84,1.38,0.72,1.30,1.63,0.44,18.00
2,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.62,6.60,12.80,23.46,0.09,2.36,-7.90,-2.10,-2.60,0.88,0.13,1.15,1.57,0.57,2.64,0.40,2.10,2.34,1.16,62.00
2,0.06,1.20,2.79,4.64,0.08,1.38,-0.13,0.86,0.77,0.25,1.00,1.19,1.00,0.85,1.29,1.00,1.22,1.26,0.00,6.00
2,0.12,1.80,4.97,5.82,0.08,1.47,-0.55,0.75,0.64,0.70,1.00,1.28,1.00,0.87,2.06,0.98,1.30,1.45,0.02,12.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.06,1.00,3.00,4.00,0.07,1.15,0.00,0.99,0.90,0.38,1.00,1.20,1.00,1.00,1.50,1.00,1.02,1.00,0.00,6.00
2,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
2,0.06,1.20,3.46,3.00,0.09,1.38,-0.13,0.86,0.77,0.67,1.00,1.10,1.00,0.80,2.00,0.80,1.22,1.33,0.20,6.00
2,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
2,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,1.02,9.20,13.42,57.74,0.06,2.57,224.13,84.12,96.32,0.48,0.31,1.58,1.54,0.67,1.77,0.29,2.28,2.26,1.24,102.00
2,0.07,1.40,4.18,2.80,0.10,1.49,-0.25,0.79,0.70,0.76,0.71,1.10,1.02,0.75,2.50,0.78,1.32,1.43,0.24,7.00
2,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
2,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.54,4.20,8.22,43.20,0.04,1.61,-4.66,-0.16,-0.55,0.41,0.63,1.69,1.28,0.80,1.25,0.46,1.43,1.48,0.82,54.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
2,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.32,3.00,5.66,32.00,0.04,1.50,-1.93,0.50,0.29,0.08,0.69,1.67,1.06,0.84,1.00,0.81,1.33,1.53,0.25,32.00
2,0.81,6.60,12.07,45.00,0.06,2.07,-17.91,-4.75,-5.90,0.70,0.36,1.46,1.54,0.69,1.80,0.32,1.83,2.22,1.23,81.00
2,0.05,1.20,2.59,3.71,0.10,1.51,-0.12,0.80,0.72,0.38,1.00,1.08,1.00,0.79,1.35,0.91,1.34,1.54,0.09,5.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
2,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
2,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
